journal_id,posting_datetime,debit_account,credit_account,amount,currency,source,user_id,user_role,is_reversal,description,risk_score,risk_level,risk_reasons,period_end,weekend,late_night,round_amount,manual,management_user,rare_account_pair,reversal,suggested_procedure
JE000019,2025-11-23T09:27:00,Sales Returns,Inventory,134131.05,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000020,2025-10-23T10:20:00,Cash,Revenue,1909.03,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000021,2025-02-26T15:00:00,Sales Returns,Inventory,2612.36,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000022,2025-11-20T08:58:00,Accounts Receivable,Inventory,6677.7,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000023,2025-10-22T16:57:00,Sales Returns,Accounts Receivable,118911.86,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000024,2025-01-31T10:23:00,Sales Returns,Revenue,19991.21,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000025,2025-03-15T10:55:00,Cash,Accounts Receivable,310313.32,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000026,2025-03-17T18:11:00,Accounts Receivable,Revenue,4799.4,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000027,2025-01-07T13:31:00,Accounts Receivable,Revenue,41747.49,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000028,2025-11-29T18:15:00,Cash,Accounts Receivable,573075.19,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000029,2025-08-07T15:21:00,Cash,Accounts Receivable,6433.52,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000030,2025-08-10T18:21:00,Accounts Receivable,Inventory,3410.6,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000031,2025-07-12T15:47:00,Sales Returns,Accounts Receivable,53364.09,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000032,2025-07-27T09:50:00,Sales Returns,Accounts Receivable,1258365.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000033,2025-01-08T15:13:00,Cash,Revenue,1626.04,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000034,2025-02-18T17:00:00,Sales Returns,Revenue,59370.66,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000035,2025-11-12T16:15:00,Accounts Receivable,Inventory,8510.83,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000036,2025-12-30T14:21:00,Sales Returns,Revenue,1240275.49,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,30,Medium,period end; manual,True,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000037,2025-03-14T16:45:00,Accounts Receivable,Accounts Receivable,4464.83,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000038,2025-03-14T18:08:00,Accounts Receivable,Accounts Receivable,1500478.99,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000039,2025-06-21T12:59:00,Cash,Accounts Receivable,872154.0,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000040,2025-10-11T15:16:00,Accounts Receivable,Revenue,106599.87,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000041,2025-09-15T08:27:00,Sales Returns,Revenue,3300.84,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000042,2025-06-30T10:47:00,Accounts Receivable,Inventory,43801.48,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000043,2025-12-01T12:53:00,Accounts Receivable,Accounts Receivable,90290.65,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000044,2025-03-13T12:32:00,Sales Returns,Revenue,488885.44,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000045,2025-10-29T10:01:00,Cash,Accounts Receivable,681267.53,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000046,2025-09-10T15:45:00,Accounts Receivable,Revenue,7793.6,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000047,2025-10-19T16:21:00,Cash,Revenue,2620.63,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000048,2025-06-28T18:18:00,Cash,Revenue,2930.59,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000049,2025-10-25T09:27:00,Sales Returns,Accounts Receivable,2058.34,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000050,2025-07-22T17:12:00,Accounts Receivable,Accounts Receivable,1266.01,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000051,2025-02-09T16:49:00,Cash,Revenue,144317.24,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000052,2025-04-09T11:11:00,Cash,Accounts Receivable,474765.38,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000053,2025-07-29T15:05:00,Accounts Receivable,Revenue,52241.21,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000054,2025-10-10T12:57:00,Accounts Receivable,Accounts Receivable,72945.9,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000055,2025-06-21T18:49:00,Sales Returns,Inventory,820993.34,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000056,2025-10-09T10:27:00,Cash,Inventory,183196.64,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000057,2025-04-27T15:20:00,Accounts Receivable,Revenue,37343.47,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000058,2025-07-07T13:29:00,Accounts Receivable,Revenue,62453.74,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000059,2025-03-26T08:50:00,Cash,Revenue,46168.02,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000060,2025-12-29T17:53:00,Accounts Receivable,Inventory,1061077.58,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,30,Medium,period end; manual,True,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000061,2025-09-19T09:07:00,Cash,Accounts Receivable,32697.26,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000062,2025-07-28T16:17:00,Sales Returns,Revenue,7682.63,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000063,2025-01-16T08:43:00,Sales Returns,Inventory,5801.93,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000064,2025-04-05T17:29:00,Cash,Inventory,986139.42,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000065,2025-06-13T17:14:00,Cash,Revenue,19556.47,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000066,2025-05-01T15:03:00,Accounts Receivable,Revenue,104731.73,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000067,2025-08-13T15:23:00,Accounts Receivable,Accounts Receivable,62752.32,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000068,2025-08-18T11:17:00,Sales Returns,Revenue,65101.43,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000069,2025-07-26T12:01:00,Accounts Receivable,Accounts Receivable,1919.45,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000070,2025-06-16T14:26:00,Accounts Receivable,Accounts Receivable,112659.85,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000071,2025-02-07T09:36:00,Sales Returns,Accounts Receivable,960404.73,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000072,2025-05-02T09:39:00,Accounts Receivable,Revenue,110157.29,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000073,2025-12-26T10:07:00,Cash,Revenue,1724.34,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000074,2025-03-03T12:11:00,Sales Returns,Accounts Receivable,1185742.48,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000075,2025-09-24T18:10:00,Sales Returns,Accounts Receivable,1051181.07,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000076,2025-06-18T10:23:00,Cash,Inventory,47244.26,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000077,2025-09-18T09:02:00,Sales Returns,Inventory,1102990.93,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000078,2025-10-26T14:05:00,Sales Returns,Accounts Receivable,593527.34,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,37,High,weekend; manual; management user,False,True,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000079,2025-05-10T13:25:00,Sales Returns,Accounts Receivable,19003.31,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000080,2025-04-02T15:39:00,Cash,Accounts Receivable,5882.19,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000081,2025-10-05T15:06:00,Sales Returns,Revenue,1128861.98,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000082,2025-12-29T13:35:00,Cash,Accounts Receivable,571104.27,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,30,Medium,period end; manual,True,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000083,2025-04-29T13:44:00,Accounts Receivable,Inventory,1924.55,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000084,2025-12-09T08:31:00,Sales Returns,Inventory,63418.18,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000085,2025-03-03T15:10:00,Cash,Inventory,1397.53,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000086,2025-03-25T18:19:00,Sales Returns,Accounts Receivable,110266.66,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000087,2025-08-27T16:35:00,Accounts Receivable,Revenue,507255.45,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000088,2025-12-01T10:17:00,Sales Returns,Accounts Receivable,22301.32,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000089,2025-12-06T10:46:00,Accounts Receivable,Inventory,492109.04,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000090,2025-01-09T16:30:00,Cash,Revenue,18012.13,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000091,2025-12-30T17:45:00,Accounts Receivable,Revenue,234469.65,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,18,Medium,period end,True,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000092,2025-11-24T12:49:00,Cash,Accounts Receivable,12675.02,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000093,2025-12-19T17:31:00,Accounts Receivable,Inventory,82458.15,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000094,2025-01-03T09:43:00,Cash,Inventory,10231.59,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000095,2025-06-11T16:39:00,Cash,Inventory,758375.03,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000096,2025-05-04T18:43:00,Cash,Inventory,333901.63,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000097,2025-07-25T17:39:00,Cash,Inventory,341262.99,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000098,2025-04-19T10:54:00,Accounts Receivable,Inventory,483278.86,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000099,2025-11-28T18:29:00,Accounts Receivable,Inventory,716521.13,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000100,2025-02-19T09:29:00,Cash,Inventory,18615.66,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000101,2025-09-29T11:43:00,Accounts Receivable,Revenue,367783.71,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000102,2025-11-22T14:05:00,Sales Returns,Inventory,1826.51,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000103,2025-05-22T16:22:00,Accounts Receivable,Inventory,3725.8,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000104,2025-06-01T09:15:00,Sales Returns,Revenue,3195.98,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000105,2025-01-19T09:52:00,Sales Returns,Accounts Receivable,1275093.79,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000106,2025-05-08T10:52:00,Sales Returns,Inventory,1096757.6,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics,27,Medium,manual; management user,False,False,False,False,True,True,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000107,2025-07-22T17:28:00,Sales Returns,Revenue,59185.7,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000108,2025-11-10T08:13:00,Cash,Inventory,1739.51,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000109,2025-10-31T17:00:00,Sales Returns,Revenue,36701.46,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000110,2025-12-09T11:41:00,Cash,Inventory,7271.43,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000111,2025-09-22T15:38:00,Cash,Accounts Receivable,58901.66,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000112,2025-05-30T15:31:00,Accounts Receivable,Accounts Receivable,734076.98,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000113,2025-09-27T18:09:00,Sales Returns,Revenue,353560.44,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000114,2025-10-20T10:41:00,Cash,Inventory,401477.09,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000115,2025-10-27T18:31:00,Cash,Revenue,7515.06,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000116,2025-09-13T08:20:00,Cash,Inventory,3897.76,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics,22,Medium,weekend; manual,False,True,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000117,2025-08-02T09:35:00,Cash,Revenue,1943.67,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,10,Low,weekend,False,True,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000118,2025-01-03T15:34:00,Cash,Accounts Receivable,44742.69,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics,12,Low,manual,False,False,False,False,True,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
JE000119,2025-07-18T10:54:00,Cash,Revenue,1072127.67,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics,0,Low,,False,False,False,False,False,False,False,False,"Inspect journal support, preparer/approver and posting rationale"
